Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
4	HA	MH585102	Yes	1853	-N/A-	03/02/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/08/2018	Pass	
5	NP	MH585111	Yes	1816	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
6	-N/A-,-N/A-	MH585112	Yes	1530	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
1	PB1	MH585109	Yes	2340	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
2	PB2	MH585108	Yes	2367	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
8	-N/A-,-N/A-	MH585114	Yes	1062	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
7	-N/A-,-N/A-	MH585113	Yes	1155	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
4	HA	MH585110	Yes	1853	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
3	PA	MH585107	Yes	2275	-N/A-	03/05/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/09/2018	Pass	
2	PB2	MH362868	Yes	2367	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
3	PA	MH362870	Yes	2275	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
7	-N/A-,-N/A-	MH362874	Yes	1155	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
6	-N/A-,-N/A-	MH362873	Yes	1529	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
4	HA	MH362871	Yes	1853	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
1	PB1	MH362869	Yes	2340	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
8	-N/A-,-N/A-	MH362875	Yes	1062	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
5	NP	MH362872	Yes	1816	-N/A-	03/15/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/10/2018	Pass	
8	-N/A-,-N/A-	MH362883	Yes	1066	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
2	PB2	MH362876	Yes	2367	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
3	PA	MH362878	Yes	2276	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
5	NP	MH362880	Yes	1815	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
7	-N/A-,-N/A-	MH362882	Yes	1154	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
6	-N/A-,-N/A-	MH362881	Yes	1528	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
4	HA	MH362879	Yes	1856	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
1	PB1	MH362877	Yes	2340	-N/A-	03/23/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/11/2018	Pass	
7	-N/A-,-N/A-	MH606268	Yes	1154	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
3	PA	MH606264	Yes	2276	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
2	PB2	MH606266	Yes	2367	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
4	HA	MH606265	Yes	1850	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
1	PB1	MH606267	Yes	2340	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
6	-N/A-,-N/A-	MH606262	Yes	1528	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
5	NP	MH606263	Yes	1815	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Flag-NCR	
8	-N/A-,-N/A-	MH606261	Yes	1066	-N/A-	04/14/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/12/2018	Pass	
8	-N/A-,-N/A-	MH606276	Yes	1062	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
6	-N/A-,-N/A-	MH606274	Yes	1529	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
1	PB1	MH606271	Yes	2340	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
5	NP	MH606273	Yes	1816	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
7	-N/A-,-N/A-	MH606275	Yes	1155	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
4	HA	MH606269	Yes	1853	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
3	PA	MH606272	Yes	2275	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
2	PB2	MH606270	Yes	2367	-N/A-	04/18/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/13/2018	Pass	
3	PA	MH671696	Yes	2257	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
1	PB1	MH671695	Yes	2340	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
6	-N/A-,-N/A-	MH671699	Yes	1530	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
4	HA	MH671697	Yes	1853	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
7	-N/A-,-N/A-	MH671700	Yes	1155	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
5	NP	MH671698	Yes	1816	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
8	-N/A-,-N/A-	MH671701	Yes	1062	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
2	PB2	MH671694	Yes	2367	-N/A-	05/04/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/14/2018	Pass	
1	PB1	MH671711	Yes	2340	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
8	-N/A-,-N/A-	MH671717	Yes	1066	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
2	PB2	MH671710	Yes	2367	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
6	-N/A-,-N/A-	MH671715	Yes	1528	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
7	-N/A-,-N/A-	MH671716	Yes	1154	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
3	PA	MH671712	Yes	2276	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
5	NP	MH671714	Yes	1815	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Flag-NCR	
4	HA	MH671713	Yes	1850	-N/A-	05/10/2018	IRD:Human	USA	Alaska	17-18	B/Alaska/16/2018	Pass	
2	PB2	CY262430	Yes	2367	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
6	NA,NB	CY262434	Yes	1530	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
8	NS1,NS2	CY262436	Yes	1061	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
1	PB1	CY262429	Yes	2340	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
3	PA	CY262431	Yes	2275	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
5	NP	CY262433	Yes	1816	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
7	-N/A-,M1	CY262435	Yes	1155	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
4	HA	CY262432	Yes	1853	-N/A-	11/07/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/21/2017	Pass	
4	HA	MH130702	Yes	1856	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
8	-N/A-,-N/A-	MH130700	Yes	1066	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
7	-N/A-,-N/A-	MH130698	Yes	1154	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
5	NP	CY262753	Yes	1815	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
1	PB1	MH130701	Yes	2340	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
2	PB2	MH130699	Yes	2367	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
4	HA	MH581554	Yes	1856	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
8	-N/A-,-N/A-	MH581552	Yes	1066	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
7	-N/A-,-N/A-	MH581550	Yes	1154	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
6	-N/A-,-N/A-	MH581548	Yes	1528	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
6	-N/A-,-N/A-	MH130696	Yes	1528	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
8	NS1,NS2	CY262756	Yes	1066	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
6	NA,NB	CY262754	Yes	1528	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
3	PA	CY262751	Yes	2276	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
2	PB2	CY262750	Yes	2367	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
5	NP	MH130703	Yes	1815	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
3	PA	MH130697	Yes	2276	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
5	NP	MH581555	Yes	1815	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
1	PB1	MH581553	Yes	2340	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
1	PB1	CY262749	Yes	2340	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
4	HA	CY262752	Yes	1856	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
7	-N/A-,M1	CY262755	Yes	1154	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
3	PA	MH581549	Yes	2276	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
2	PB2	MH581551	Yes	2367	-N/A-	11/16/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/22/2017	Pass	
2	PB2	CY265944	Yes	2367	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
6	NA,NB	CY265948	Yes	1530	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
3	PA	CY265945	Yes	2275	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
1	PB1	CY265943	Yes	2340	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
8	NS1,NS2	CY265950	Yes	1062	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
4	HA	CY265946	Yes	1853	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
7	-N/A-,M1	CY265949	Yes	1155	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
5	NP	CY265947	Yes	1815	-N/A-	12/12/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/23/2017	Pass	
4	HA	CY265938	Yes	1853	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
7	-N/A-,M1	CY265941	Yes	1155	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
8	NS1,NS2	CY265942	Yes	1062	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
1	PB1	CY265935	Yes	2340	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
5	NP	CY265939	Yes	1816	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
6	NA,NB	CY265940	Yes	1530	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
3	PA	CY265937	Yes	2275	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
2	PB2	CY265936	Yes	2367	-N/A-	12/13/2017	IRD:Human	USA	Alaska	17-18	B/Alaska/24/2017	Pass	
1	PB1	MH135923	Yes	2340	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
4	HA	MH135925	Yes	1853	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
6	-N/A-,-N/A-	MH135927	Yes	1529	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
7	-N/A-,-N/A-	MH135928	Yes	1155	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
2	PB2	MH135922	Yes	2367	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
3	PA	MH135924	Yes	2275	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
5	NP	MH135926	Yes	1816	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
8	-N/A-,-N/A-	MH135929	Yes	1062	-N/A-	01/25/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/01/2018	Pass	
8	-N/A-,-N/A-	MH583124	Yes	1066	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
6	-N/A-,-N/A-	MH583122	Yes	1528	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
4	HA	MH583120	Yes	1856	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
1	PB1	MH583118	Yes	2340	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
7	-N/A-,-N/A-	MH583123	Yes	1154	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
5	NP	MH583121	Yes	1815	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
3	PA	MH583119	Yes	2276	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
2	PB2	MH583117	Yes	2367	-N/A-	01/05/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/02/2018	Pass	
3	PA	MH583127	Yes	2276	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
6	-N/A-,-N/A-	MH583130	Yes	1528	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
8	-N/A-,-N/A-	MH583132	Yes	1066	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
1	PB1	MH583126	Yes	2340	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
4	HA	MH583128	Yes	1850	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
5	NP	MH583129	Yes	1815	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
7	-N/A-,-N/A-	MH583131	Yes	1154	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
2	PB2	MH583125	Yes	2367	-N/A-	01/16/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/03/2018	Pass	
2	PB2	MH233717	Yes	2367	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
3	PA	MH233719	Yes	2275	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
5	NP	MH233721	Yes	1816	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
7	-N/A-,-N/A-	MH233723	Yes	1155	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
1	PB1	MH233718	Yes	2341	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
4	HA	MH233720	Yes	1853	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
6	-N/A-,-N/A-	MH233722	Yes	1530	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
8	-N/A-,-N/A-	MH233724	Yes	1063	-N/A-	02/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/04/2018	Pass	
1	PB1	MH585115	Yes	2340	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
4	HA	MH585116	Yes	1853	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
5	NP	MH585117	Yes	1816	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
7	-N/A-,-N/A-	MH585122	Yes	1155	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
3	PA	MH585120	Yes	2275	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
8	-N/A-,-N/A-	MH585118	Yes	1062	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
6	-N/A-,-N/A-	MH585121	Yes	1529	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
2	PB2	MH585119	Yes	2367	-N/A-	01/15/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/05/2018	Pass	
2	PB2	MH585130	Yes	2367	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
8	-N/A-,-N/A-	MH585129	Yes	1066	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
6	-N/A-,-N/A-	MH585127	Yes	1528	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
1	PB1	MH585123	Yes	2340	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
5	NP	MH585126	Yes	1815	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
4	HA	MH585125	Yes	1856	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
3	PA	MH585124	Yes	2276	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
7	-N/A-,-N/A-	MH585128	Yes	1154	-N/A-	01/30/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/06/2018	Pass	
7	-N/A-,-N/A-	MH585137	Yes	1155	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
6	-N/A-,-N/A-	MH585136	Yes	1530	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
4	HA	MH585134	Yes	1853	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
1	PB1	MH585132	Yes	2340	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
8	-N/A-,-N/A-	MH585138	Yes	1062	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
5	NP	MH585135	Yes	1816	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
3	PA	MH585133	Yes	2275	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
2	PB2	MH585131	Yes	2367	-N/A-	01/31/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/07/2018	Pass	
2	PB2	MH585139	Yes	2367	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
1	PB1	MH585140	Yes	2340	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
5	NP	MH585143	Yes	1815	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
7	-N/A-,-N/A-	MH585145	Yes	1154	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
8	-N/A-,-N/A-	MH585146	Yes	1066	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
3	PA	MH585141	Yes	2276	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
4	HA	MH585142	Yes	1850	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
6	-N/A-,-N/A-	MH585144	Yes	1528	-N/A-	02/04/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/08/2018	Pass	
4	HA	MH362888	Yes	1853	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
2	PB2	MH362885	Yes	2367	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
8	-N/A-,-N/A-	MH362884	Yes	1062	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
7	-N/A-,-N/A-	MH362891	Yes	1155	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
6	-N/A-,-N/A-	MH362890	Yes	1529	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
3	PA	MH362887	Yes	2276	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
1	PB1	MH362886	Yes	2340	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
5	NP	MH362889	Yes	1816	-N/A-	03/03/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/09/2018	Pass	
2	PB2	MH362893	Yes	2367	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
4	HA	MH362894	Yes	1853	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
7	-N/A-,-N/A-	MH362897	Yes	1155	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
3	PA	MH362899	Yes	2276	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
6	-N/A-,-N/A-	MH362896	Yes	1530	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
8	-N/A-,-N/A-	MH362898	Yes	1062	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
1	PB1	MH362892	Yes	2340	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
5	NP	MH362895	Yes	1816	-N/A-	03/06/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/10/2018	Pass	
1	PB1	MH362901	Yes	2340	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
4	HA	MH362903	Yes	1850	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
5	NP	MH362904	Yes	1815	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
8	-N/A-,-N/A-	MH362907	Yes	1066	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
7	-N/A-,-N/A-	MH362906	Yes	1154	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
6	-N/A-,-N/A-	MH362905	Yes	1531	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
3	PA	MH362902	Yes	2276	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
2	PB2	MH362900	Yes	2367	-N/A-	03/07/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/11/2018	Pass	
7	-N/A-,-N/A-	MH362910	Yes	1154	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
2	PB2	MH362912	Yes	2367	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
3	PA	MH362914	Yes	2276	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
6	-N/A-,-N/A-	MH362909	Yes	1528	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
8	-N/A-,-N/A-	MH362911	Yes	1066	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
1	PB1	MH362913	Yes	2340	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
5	NP	MH362908	Yes	1815	-N/A-	03/11/2018	IRD:Human	USA	Arizona	17-18	B/Arizona/12/2018	Pass	
